Unnamed: 0,name,store,ing_info,calories,trans_fat,total_fat,saturated_fat,sodium,cholesterol,carbohydrate,dietary_fiber,protein,total_sugars,serve_ct,serve_size,labels
301,Butternut Squash Alfredo Sauce,Trader Joes,"Light Cream (milk, Cream), Pumpkin Puree, Butternut Squash, Water, Parmesan Cheese (milk, Cheese Cultures, Salt, Microbial Enzymes), Unsalted Butter (cream, Natural Flavor), Salt, Shallot, Gruyere Cheese (milk, Cheese Cultures, Salt, Animal Rennet), Parsley, Black Pepper, Citric Acid (for Freshness), Nutmeg. Contains Milk.",80.0,0.0,7.0,4.0,220.0,25.0,2.0,0.0,2.0,1.0,6.0,1/4 Cup (57g),
302,Uncured Dry Rubbed Bacon,Trader Joes,"Pork, Sea Salt, Raw Sugar, Celery Powder, And Spices.",60.0,0.0,3.0,1.0,220.0,10.0,0.0,0.0,4.0,0.0,7.0,2 Pan Fried Slcies (12g),{'dairy free'}
303,Everything But The Bagel Greek Yogurt Dip,Trader Joes,"Greek Yogurt (light Cream, Water, Bagel D Nonfat Dried Milk Powder, Cornstarch, Cultures), Seasoning Blend (sesame Seeds, Sea Salt Flakes, Dried Garlic, Dried Onion, Black Sesame Seeds, Poppy Seeds). Contains Milk.",60.0,0.0,5.0,3.0,95.0,20.0,2.0,0.0,1.0,2.0,7.0,2 Tbsp (31g),
304,Organic Grass Fed Ground Beef,Trader Joes,Organic Ground Beef.,240.0,1.0,17.0,7.0,75.0,75.0,0.0,0.0,21.0,0.0,4.0,4oz (112g),"{'dairy free', 'organic'}"
305,Pumpkin Rolls With Pumpkin Spice Icing,Trader Joes,"Pumpkin Roll: Wheat Flour Water, Palm Oil, Sugar, Powdered Sugar (sugar, Corn Starch), Baking Powder (baking Soda, Sodium Acid Pyrophosphate), Canola Oil, Dextrose (corn), Sea Salt, Dried Pumpkin, Wheat Starch, Xanthan Gum, Refined Sunflower Oil, Cinnamon, Natural Flavor, Beta Carotene (color), Nutmeg, Clove. Pumpkin Spice Icing: Sugar, Tapioca Syrup, Pumpkin Puree, Invert Sugar, Water, Natural Flavor, Cinnamon, Ginger, Sodium Citrate, Locust Bean Gum, Xanthan Gum, Carrageenan, Molasses. Contains Wheat. May Contain Traces Of Milk.",340.0,0.0,13.0,5.0,600.0,0.0,51.0,1.0,4.0,21.0,5.0,1 Roll (79g),
306,Apple Cider Cookies,Trader Joes,"Sugar, Oats, Unbleached Enriched Flour (wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Palm Oil, Light Brown Sugar, Liquid Whole Eggs (whole Eggs, Citric Acid [to Maintain Color]), Water, Unsalted Butter (cream [milk], Natural Flavor), Salt, Baking Powder (monocalcium Phosphate, Sodium Bicarbonate, Cornstarch), Applesauce (apples, Ascorbic Acid [to Preserve]), Natural Flavors, Allspice, Nutmeg, Cinnamon, Cloves. Contains Milk, Egg, Wheat. May Contain Traces Of Soy.",120.0,0.0,6.0,2.0,100.0,5.0,16.0,1.0,2.0,8.0,14.0,4 Cookies (28g),{'kosher'}
310,Fall Leaf Tortilla Chips,Trader Joes,"Stone Ground White Corn, High-oleic Sunflower Oil, Stone Ground Yellow Corn, Tomato Powder, Carrot Powder, Pumpkin Powder, Sea Salt, Beet Powder (color), Paprika (color), Trace Of Lime. May Contain Traces Of Milk, Soy.",130.0,0.0,7.0,0.0,65.0,0.0,17.0,2.0,2.0,1.0,14.0,1oz (28g)/about 16 Chips,
314,Roasted & Unsalted Hazelnuts,Trader Joes,Hazelnuts. Contains Hazelnut.,190.0,0.0,19.0,1.0,0.0,0.0,5.0,3.0,5.0,1.0,15.0,1/4 Cup (30g),{'dairy free'}
324,Organic Pumpkin Spice Granola Bark,Trader Joes,"Organic Dark Chocolate (*organic Cocoa Beans, Organic Cane Sugar, Organic Cocoa Butter, Organic Soy Lecithin), Organic Rolled Oats, Organic Pumpkin Seeds, Organic Maple Syrup, Organic Pumpkin Puree, Organic Corn Flakes (organic Corn Meal, Organic Fruit Juice Concentrate [apple And/or Pear], Sea Salt), Organic Brown Rice Flour, Organic Quinoa, Organic Roasted Almonds, Organic Coconut Oil, Organic Sugar, Organic Vanilla Extract, Organic Cinnamon, Organic Ginger, Organic Nutmeg, Organic Clove, Sea Salt. Contains Soy, Almond, Coconut. May Contain Traces Of Milk.",150.0,0.0,6.0,2.0,45.0,0.0,20.0,2.0,4.0,6.0,6.0,1.5 Pieces (38g/1.3oz),{'organic'}
325,Butter Toffee Virginia Peanuts,Trader Joes,"Peanuts, Sugar, Unsalted Butter (cream [milk], Water, Natural Flavor), Salt. Contains Milk, Peanut. May Contain Traces Of Egg, Soy, Wheat, Almond, Cashew, Coconut, Pecan.",180.0,0.0,12.0,3.0,110.0,5.0,14.0,2.0,5.0,11.0,11.0,1/4 Cup (32g),
347,Chocolate Pecan Pie Bar,Trader Joes,"Unbleached Enriched Wheat Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Liquid Whole Egg, Brown Rice Syrup, Brown Sugar, Palm Shortening (palm Oil, Fractionated Palm Oil), Semi-sweet Chocolate (sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin [emulsifier], Natural Vanilla Flavor), Butter (cream [milk], Salt), Pecans, Water, Contains 2% Or Less Of Salt, Natural Vanilla Flavor, Dextrose, White Distilled Vinegar, Cultured Wheat Starch (for Freshness), Wheat Flour, Yeast, Microbial Enzyme, Modified Tapioca Starch, Soy Lecithin (emulsifier). Contains Milk, Egg, Soy, Wheat, Pecan. May Contain Traces Of Almond, Coconut.",470.0,0.0,29.0,13.0,300.0,80.0,48.0,2.0,5.0,26.0,4.0,1/4 Tart (111g),
348,Pumpkin Pie,Trader Joes,"Pie Filling: Sugar, Pumpkin Puree, Water, Nonfat Dry Milk, Eggs, Palm Oil, Contains 2% Or Less Of Modified Tapioca Starch, Ground Cinnamon, Cultured Dextrose [for Freshness], Inulin, Sea Salt, Ground Ginger, Cloves), (unbleached Enriched Pie Crust Flour [wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid], Palm Oil, Sugar, Water, Eggs, Sea Salt, Nonfat Dry Milk, Baking Powder [sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate], Baking Soda). Contains Milk, Egg, Wheat. May Contain Traces Of Soy, Peanut, Almond, Coconut, Pecan, Walnut.",420.0,0.0,16.0,8.0,390.0,25.0,62.0,1.0,6.0,33.0,6.0,1/6 Pie (128g),
349,Holiday Herb Rolls,Trader Joes,"Unbleached Enriched Flour (enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Malted Barley Flour), Water, Yeast, Wheat Gluten, Sugar, Butter (pasteurized Cream, Salt), Dehydrated Onion, Salt, Spices (sage, Marjoram, Thyme, Parsley, Black Pepper, Rosemary), Contains Less Than 2% Of Whole Wheat Flour, Microbial Enzymes, Ascorbic Acid (dough Conditioner), Wheat Flour, Cultured Wheat Flour (for Freshness). Contains Milk, Wheat.",110.0,0.0,1.0,0.0,190.0,5.0,19.0,1.0,4.0,1.0,12.0,1 Roll (39g),
351,Sparkling Cranberry Juice,Trader Joes,"Filtered Sparkling Water (sufficient To Reconstitute), White Grape And Cranberry Juice Concentrates, Cranberry Purée, Lemon Juice Concentrate, Natural Flavors.",140.0,0.0,0.0,0.0,20.0,0.0,35.0,0.0,1.0,31.0,3.0,8 Fl Oz (240ml),{'dairy free'}
352,Cranberry Chevre,Trader Joes,"Pasteurized Goat's Milk, Dried Sweetneed Cranberries (sucrose, Sunflower Oil), Salt, Cheese Cultures, Vegetable Rennet, Natamycin (natural Yeast & Mold Inhibitor).",80.0,0.0,6.0,4.0,125.0,10.0,3.0,0.0,4.0,3.0,8.0,1oz (28g),
353,Toscano Soaked In Syrah,Trader Joes,"Pasteurized Cow's Milk, Cheese Cultures, Salt, Microbial Enzymes, Syrah Wine (grapes, Water, Yeast). Contains Milk.",110.0,0.0,9.0,5.0,170.0,25.0,0.0,0.0,7.0,0.0,,1oz (28g),
355,Cauliflower Tot Casserole,Trader Joes,"Cauliflower Tots (riced Onion Powder, Black Pepper), Salt, Dried Chives, Guar Gum, Garlic Powder, Sunflower Oil, Tapioca Starch, Potato Starch, Cauliflower [cauliflower, Water, Salt], Rice Flour, Béchamel Sauce (milk [milk, Vitamin D3], Butter [cream, Folic Acid], Salt, Spice), Reduced Iron, Thiamine Mononitrate, Riboflavin, Unbleached Enriched Flour [wheat Flour, Niacin, Natural Flavors {lactic Acid, Starter Distillate}], Sour Cream (cultured Milk, Cream, Microbial Enzymes), Shredded Cheddar Cheese (pasteurized Milk, Cheese Inhibitor]), [color], Powdered Cellulose, Natamycin [mold Cultures, Salt, Microbial Enzyme, Annatto Extract Cream Cheese (cultured Milk And Gum], Milk [milk, Vitamin D3]), Cream, Salt, Stabilizers [guar Gum, Carob Bean Green Onion, Seasoning Blend (buttermilk, Potato Starch, Garlic), Sea Salt, Spices, Dehydrated Onion, Dehydrated Black Pepper, Garlic Powder. Contains Milk, Wheat.",270.0,0.0,17.0,8.0,560.0,40.0,24.0,2.0,7.0,4.0,3.0,1 Cup Frozen (141g),
356,Cheesecake In A Bite,Trader Joes,"Maple Vanilla: Cream Cheese (pasteurized Milk, Pasteurized Cream, Cheese Culture, Salt, Guar Gum, Carob Bean Gum, Xanthan Gum), Heavy Cream, Cane Sugar, Eggs, Unsalted Butter (cream, Lactic Acid), Unbleached Enriched Flour (wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Maple Syrup, Sour Cream, Vanilla Extract (water, Vanilla Bean Extractives, Ethyl Alcohol), Water, Cornstarch, Natural Flavors, Kosher Salt. Gingersnap Spice: Cream Cheese (pasteurized Cream, Cheese Culture, Salt, Guar Gum, Carob Bean Gum, Xanthan Gum), Cane Sugar, Heavy Cream, Eggs, Unbleached Enriched Flour (wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Unsalted Butter (cream, Lactic Acid), Sour Cream, Molasses, Light Brown Sugar, Vanilla Extract (water, Vanilla Bean Extractives, Ethyl Alcohol), Cornstarch, Cinnamon, Ground Ginger, Cloves, Kosher Salt. Peppermint: Cream Cheese (pasteurized Milk, Pasteurized Cream, Cheese Culture, Salt, Guar Gum, Carob Bean Gum, Xanthan Gum), Cane Sugar, Heavy Cream, Unsalted Butter (cream, Lactic Acid), Eggs, Unbleached Enriched Flour (wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sour Cream, High Fat Cocoa (processed With Alkali), Peppermint Extract, Cornstarch, Vanilla Extract (water, Vanilla Bean Extractives, Ethyl Alcohol), Kosher Salt. Contains Milk, Egg, Wheat.",310.0,0.0,22.0,13.0,120.0,95.0,27.0,0.0,3.0,21.0,1.0,4 Pieces (89g),
357,Herbaceous Cheesy Bites,Trader Joes,"Cream Cheese (cultured Pasteurized Milk And Cream, Salt, Stabilizers [carob Bean Gum, Guar Gum]), Mozzarella Cheese (pasteurized Part Skim Milk, Cheese Culture, Salt, Microbial Enzymes), Panko Breadcrumb (unbleached Wheat Flour, Cane Sugar, Yeast, Sea Salt), Water, Batter (wheat Flour, Cornstarch, Yellow Corn Flour, Salt, Leavening [cream Of Tartar, Sodium Bicarbonate], Xanthan Gum), Parmesan Cheese (pasteurized Milk, Cheese Culture, Microbial Enzymes, Salt), Unbleached Enriched Flour (wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Soybean Oil, Modified Cornstarch, Chives, Basil, Garlic, Black Pepper, Parsley, Dill. Contains Milk, Soy, Wheat. May Contain Traces Of Egg.",320.0,0.0,26.0,14.0,410.0,55.0,14.0,0.0,8.0,2.0,2.0,5 Bites (85g),
358,Nantucket Style Cranberry Pie,Trader Joes,"Sugar, Cranberries, Butter (cream, Salt), Egg, Wheat Flour, Walnuts, Modified Cornstarch, Vanilla Extract, Salt, Almond Extract, Soybean Oil, Soy Lecithin. Contains Milk, Egg, Soy, Wheat, Almond, Walnut.",280.0,0.0,14.0,7.0,110.0,55.0,37.0,2.0,3.0,29.0,6.0,1/6th (78g/2.75oz),
359,One Potato Two Potato Gratin,Trader Joes,"Sweet Potatoes, Potatoes, Milk, Water, White Mushrooms, Provolone Cheese (milk, Salt, Animal Rennet), Wheat Flour, Butter (cream, Natural Flavor), Extra Virgin Olive Oil, Grana Padano Cheese (milk, Salt, Animal Rennet, Egg Lysozyme), Onions, Sea Salt, Sunflower Oil, Rice Flour, Granulated Vegetable Bouillon (salt, Potato Starch, Potato Maltodextrin, Dried Vegetables [onions, Carrots, Celery, Parsley], Sunflower Oil, Spices, Natural Flavors), Garlic, Dried Porcini Mushrooms, Black Pepper. Contains Milk, Egg, Wheat.",150.0,0.0,7.0,4.0,370.0,20.0,16.0,2.0,5.0,7.0,4.0,1 Cup Frozen (129g),
360,Pie Crusts,Trader Joes,"Unbleached Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Palm Oil, Water, Unsalted Butter (cream, Natural Flavor), Sugar, Sea Salt. Contains Wheat, Milk.",190.0,0.0,13.0,7.0,40.0,5.0,17.0,0.0,2.0,2.0,16.0,1/8 Crust (39g),
363,Condensed Cream Of Portabella Soup,Trader Joes,"Filtered Water, Portabella Mushrooms, Natural Mushroom Flavor Base (mushrooms, Unsalted Butter (milk), Natural Mushroom Concentrate (maltodextrin), Citric Acid), Modified Potato Starch, Cream Powder, Wheat Flour, Sea Salt. Contains Milk, Wheat.",80.0,0.0,4.0,3.0,600.0,15.0,9.0,1.0,2.0,1.0,2.0,1 Cup (118g),
364,Cranberry Sauce,Trader Joes,"Cranberries, Sugar, Water, Pectin.",0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,20.0,5.0,1/4 Cup (70g),{'dairy free'}
365,Gourmet Fried Onion Pieces,Trader Joes,"Onions, Vegetable Oil (canola & Palm), Wheat Flour, Salt. Contains Wheat.",45.0,0.0,3.0,1.0,35.0,0.0,3.0,0.0,0.0,0.0,32.0,2tbsp (7g),{'dairy free'}
366,Mini Marshmallows,Trader Joes,"Tapioca Syrup, Cane Sugar, Water, Tapioca Starch, Carrageenan, Soy Protein, Natural Vanilla Flavor. Contains Soy.",100.0,0.0,0.0,0.0,20.0,0.0,24.0,0.0,0.0,17.0,10.0,18 Pieces (28g/1oz),{'dairy free'}
367,Stuffing Mixes,Trader Joes,"Classic: Toasted White Bread And Cornbread Croutons (enriched Flour [wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Sugar, Salt, Cornmeal, Wheat Gluten, Sunflower Oil, Yeast, Canola Oil, Ascorbic Acid [vitamin C], And Rosemary Extract [to Preserve Freshness]), Dehydrated Onion, Seasoning (salt, Sugar, Chicken Broth, Onion Powder, Spices, Soybean Oil, Garlic Powder, Turmeric, Parsley), Dehydrated Celery, Dehydrated Button Mushrooms, Parsley. Gluten Free: Croutons (rice Flour, Brown Rice Flour, Tapioca Flour, Potato Starch, Egg Whites, Non Fat Milk Powder, Brown Sugar, Canola Oil, Eggs, Potato Flour, Yeast, Salt, Guar Gum), Dehydrated Onion, Salt, Dehydrated Celery, Dehydrated Button Mushrooms, Chicken Fat (chicken Fat, Chicken Broth, Natural Flavor [extract Of Rosemary]), Sugar, Onion Powder, Spices (oregano, Sage, Celery Seed, Black Pepper, Parsley, Soybean Oil, Garlic Powder, Turmeric. Contains Eggs, Milk, Soy.",120.0,0.0,2.0,0.0,340.0,0.0,13.0,1.0,2.0,1.0,12.0,1/2 Cup Dry Mix (29g),
368,Turkey Gravy,Trader Joes,"Filtered Water, Natural Turkey Flavor (natural Turkey Flavor, Salt, Turkey Fat, Maltodextrin, Natural Flavor, Sugar, Onion & Garlic Powder, Caramel Color, Spices & Turmeric Extract), Modified Tapioca Starch, Potato Flour, Non-fat Dry Milk. Contains Milk.",20.0,0.0,0.0,0.0,230.0,0.0,2.0,0.0,0.0,0.0,8.0,1/4 Cup (60g),
369,Turkey Stock,Trader Joes,"Turkey Stock (water, Concentrated Turkey Stock [turkey Broth, Turkey Fat, Salt, Natural Flavor, Onion Powder]), Concentrated Vegetable Broth (vegetable Juice Concentrate [carrot, Celeriac, Onion], Vegetables [carrot, Onion, Celery], Tomato Paste, Yeast Extract, Sea Salt, Cane Sugar, Molasses, Onion Powder, Potato Flour, Natural Flavor, Canola Oil), Honey, Salt, Concentrated Chicken Broth, Carrot Juice Concentrate.",15.0,0.0,0.0,0.0,430.0,0.0,2.0,0.0,1.0,1.0,4.0,1 Cup (240ml),{'dairy free'}
371,Broccoli & Cauliflower Sauté Kit,Trader Joes,"Sauté Blend (broccoli Florets, Cauliflower Florets, Croutons [unbleached Enriched Flour {wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid}, Canola Oil, Olive Oil, Parmesan Cheese {pasteurized Milk, Cheese Culture, Salt, Microbial Enzyme}, Salt, Garlic Powder, Sugar, Yeast], Walnuts), Basil Vinaigrette (expeller Pressed Canola Oil, Basil, Chopped Garlic [water, Garlic], Olive Oil, Balsamic Vinegar [white Wine Vinegar, White Grape Juice Concentrate], Sea Salt, Dried Red Pepper, Sugar, Black Pepper). Contains Milk, Wheat, Walnut.",180.0,0.0,15.0,1.0,280.0,0.0,10.0,3.0,4.0,2.0,3.0,1 Cup (121g),
374,Mirepoix,Trader Joes,"Celery, Carrots, Onions.",25.0,0.0,0.0,0.0,45.0,0.0,6.0,2.0,1.0,0.0,5.0,1 Cup (85g),{'dairy free'}
376,Veggies & Green Salad Kit,Trader Joes,"Salad (cauliflower, Brussels Sprouts, Broccoli Stalks, Radicchio, Green Cabbage, Kale, Dried Pear Crumbles [pears, Sugar, Natural Flavor], Pistachios), Honey Ginger Dressing (water, Soybean Oil, Cane Sugar, Distilled Vinegar, Soy Sauce [water, Soybeans, Salt, Ethyl Alcohol], Salt, Honey, Sesame Seeds, Dried Ginger, Xanthan Gum, Black Pepper). Contains Soy, Pistachio.",120.0,0.0,6.0,1.0,200.0,0.0,14.0,3.0,3.0,9.0,4.0,1 Cup (100g/3.5oz),{'dairy free'}
378,Cranberry Orange Relish,Trader Joes,"Fresh Sound Ripe Cranberries, Sugar, Fresh Ripe Sound Oranges.",100.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,23.0,6.0,1/4 Cup (70g),{'dairy free'}
379,Fresh Cranberry Sauce,Trader Joes,"Fresh Sound Ripe Cranberries, Sugar, Water.",100.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,27.0,6.0,1/4 Cup (70g),{'dairy free'}
380,Fresh Turkeys,Trader Joes,"Organic: Organic Turkey. All Natural Turkey: Water, Salt, Sugar, Natural Turkey Broth Powder And Natural Flavorings. All Natural Glatt Kosher Turkey: Soaked, Salted And Rinsed Turkey.",160.0,0.0,6.0,1.0,125.0,80.0,0.0,0.0,24.0,0.0,,4oz (112g),{'dairy free'}
382,Organic Savory Vegan Gravy,Trader Joes,"Water, Organic Onions, Organic Tamari Soy Sauce (water, Organic Soybeans, Salt, Organic Alcohol), Organic Coconut Milk (organic Coconut, Water), Organic Rice Starch, Organic Garlic, Organic Vegetable Base (organic Vegetable Stock [organic Carrots, Organic Celery, Organic Onions, Organic Tomatoes], Sea Salt, Organic Blue Agave Syrup, Organic Inactive Dried Yeast, Organic Potato Starch, Organic Tamarind Paste, Organic Mushroom Powder, Organic Garlic Powder, Organic Guar Gum, Organic Bay Leaves), Organic Extra Virgin Olive Oil, Organic Mushroom Powder, Organic Gum Blend (organic Guar Gum, Organic Locust Bean Gum), Organic Inactive Dried Yeast, Organic Spice Blend (organic Sage, Organic Thyme, Organic Summer Savory, Organic Marjoram, Organic Black Pepper), Organic Black Pepper, Sea Salt. Contains Soy, Coconut.",20.0,0.0,1.0,0.0,270.0,0.0,3.0,0.0,1.0,0.0,6.0,1/4 Cup (75g),"{'vegan', 'organic'}"
383,Spiral Sliced Uncured Hams,Trader Joes,"Pork, Water, Turbinado Sugar, Natural Vinegar Flavor, Salt, Natural Flavor, Molasses, Celery Powder (celery Powder, Sea Salt), Spice Blend (sugar, Spice Extractives).",110.0,0.0,7.0,2.0,630.0,40.0,2.0,1.0,11.0,1.0,,2oz Glazed Ham (56g),{'dairy free'}
384,Brined Bone-in Half Turkey Breast,Trader Joes,"Turkey Breast, Water, Garlic Herb Butter (butter [cream {milk}, Salt], Minced Garlic, Sea Salt, Parsley), Sugar, Sea Salt, Black Pepper. Contains Milk.",100.0,0.0,2.0,1.0,390.0,45.0,1.0,0.0,17.0,1.0,,3oz (85g),
386,Turkey-less Stuffed Roast,Trader Joes,"Turkey-less Roast (water, Vital Wheat Gluten, Wheat Flour, Unbleached Enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Celery, Safflower Oil, Barley Malt Extract, Palm Fruit Oil, Wild Rice, Onions, Yeast Flavoring [yeast Extract, Natural Flavors, Salt], Pastry Flour, Dried Onions, Cranberries, Granulated Garlic, Wheat Flakes, Sea Salt, Yellow Pea Flour, Onion Powder, Black Pepper, Lemon Juice Concentrate, Lentils, Spices, Cultured Sugar, Yeast, Salt, Malted Barley Flour, Sugar, Distilled White Vinegar, Titanium Dioxide [for Color], Red Pepper, Canola Oil). Gravy (water, Safflower Oil, Cornstarch, Onion Powder, White Miso Paste [water, Soybeans, Rice, Salt, Alcohol], Soy Sauce [water, Salt, Soybeans, Alcohol], Yeast Flavoring [yeast Extract, Natural Flavors, Salt], Granulated Garlic, Spices, Yeast). Contains Wheat And Soy.",300.0,0.0,12.0,2.0,600.0,0.0,22.0,3.0,26.0,4.0,6.0,1/6 Roast (123g),{'dairy free'}
387,A Flock Of Milk Chocolate Turkeys,Trader Joes,"Sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Skim Milk Powder, Soy Lecithin (emulsifier), Natural Vanilla Flavor (wheat Dextrose, Vanilla Bean Extractives). Contains Milk, Soy, Wheat. May Contain Traces Of Peanut, Almond, Hazelnut.",160.0,0.0,9.0,6.0,10.0,0.0,18.0,1.0,2.0,17.0,4.0,1 Turkey (30g),
388,Advent Calendars,Trader Joes,"Milk Chocolate (sugar, Cocoa Butter, Unsweetened Chocolate, Whole Milk Powder, Nonfat Dry Milk, Soy Lecithin, Vanilla Extract). Contains Milk.",260.0,0.0,16.0,10.0,20.0,5.0,30.0,1.0,3.0,28.0,1.0,24 Pieces (50g/1.76oz),
389,Dried Cranberries,Trader Joes,"Cranberries, Sugar, Sunflower Oil.",140.0,0.0,0.0,0.0,5.0,0.0,33.0,2.0,0.0,26.0,6.0,1/4 Cup (40g),{'dairy free'}
390,Gingerbread Turkey Kit,Trader Joes,"Gingerbread (caramelized Invert Sugar Syrup, Wheat Flour, Rye Flour, Lemon Peel, Orange Peel, Spices, Ammonium Bicarbonate), Icing Sugar, Fruit Gummies (glucose Syrup [wheat], Sugar, Water, Pork Gelatin, Citric Acid (acidulant), Natural Flavors, Vegetable Juice [color], Carnauba Wax, Canola Oil, Coconut Oil), Chocolate Buttons (sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Soy Lecithin [emulsifier], Color Added [titanium Dioxide, Beta Carotene, Vegetable Juice, Turmeric], Gum Arabic, Glucose Syrup, Pork Gelatin, Natural Flavors, Spirulina Extract [color], Vegetable Juice [color], Carnauba Wax, Beeswax), Nonpareilles (sugar, Cornstarch, Tapioca Syrup, Beeswax, Color Added [spirulina Extract, Turmeric, Vegetable Juice]). Contains Milk, Soy, Wheat, Coconut. May Contain Traces Of Egg, Peanut, Almond. Dist. & Sold Exclusively By Trader Joe’s, Monrovia Ca 91016 Product Of Germany Store In A Cool, Dry Place. Gingerbread (caramelized Invert Sugar Syrup, Wheat Flour, Rye Flour, Lemon Peel, Orange Peel, Spices, Ammonium Bicarbonate), Icing Sugar, Fruit Gummies (glucose Syrup [wheat], Sugar, Water, Pork Gelatin, Citric Acid (acidulant), Natural Flavors, Vegetable Juice [color], Carnauba Wax, Canola Oil, Coconut Oil), Chocolate Buttons (sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Soy Lecithin [emulsifier], Color Added [titanium Dioxide, Beta Carotene, Vegetable Juice, Turmeric], Gum Arabic, Glucose Syrup, Pork Gelatin, Natural Flavors, Spirulina Extract [color], Vegetable Juice [color], Carnauba Wax, Beeswax), Nonpareilles (sugar, Cornstarch, Tapioca Syrup, Beeswax, Color Added [spirulina Extract, Turmeric, Vegetable Juice]). Contains Milk, Soy, Wheat, Coconut. May Contain Traces Of Egg,",120.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,2.0,20.0,24.0,1/24th Decorated Piece (31g),
391,Organic Cracker Assortment,Trader Joes,"Organic Stone Ground Wheat Cracker: Organic Enriched Flour (organic Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic High-oleic Sunflower Oil, Organic Cracked Wheat, Ammonium Bicarbonate, Barley Malt Extract, Sea Salt, Sodium Bicarbonate, Monocalcium Phosphate, Dried Yeast. Organic Sea Salt Crackers: Organic Enriched Flour (organic Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic High-oleic Sunflower Oil, Sea Salt, Deactivated Yeast, Organic Cane Sugar, Organic Rice Flour, Organic Invert Sugar Syrup, Natural Flavor. Organic Salt & Pepper Crackers: Organic Enriched Flour (organic Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic High-oleic Sunflower Oil, Sea Salt, Deactivated Yeast, Organic Cane Sugar, Organic Black Pepper, Organic Rice Flour, Organic Invert Sugar Syrup, Natural Flavor. Organic Water Crackers: Organic Enriched Flour (organic Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic High-oleic Sunflower Oil, Sea Salt. Organic Multigrain Crackers: Organic Enriched Flour (organic Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic Whole Wheat Flour, Organic High-oleic Sunflower Oil, Organic Grain And Seed Blend (organic Wheat, Organic Brown Rice, Organic Rye, Organic Flax Seeds, Organic Millet), Organic Cane Sugar, Ammonium Bicarbonate, Sea Salt, Barley Malt Extract, Sodium Bicarbonate, Organic Onion Powder, Enzymes. Organic Entertainer Square Crackers: Organic Enriched Flour (organic Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic High-oleic Sunflower Oil, Organic Cane Sugar, Barley Malt Extract, Sea Salt, Ammonium Bicarbonate, Sodium Bicarbonate, Monocalcium Phosphate, Natural Flavor, Enzymes",110.0,0.0,3.0,0.0,105.0,0.0,19.0,1.0,2.0,0.0,2.0,7 Crackers (28g),"{'dairy free', 'organic'}"
392,Raw Pecan Halves,Trader Joes,Pecans.,22.0,0.0,22.0,2.0,0.0,0.0,4.0,3.0,3.0,1.0,8.0,1/4 Cup (30g/oz),{'dairy free'}
393,Turkey And Stuffing Seasoned Kettle Chips,Trader Joes,"Potatoes, Sunflower Oil And/or Safflower Oil, Turkey & Stuffing Seasoning (tapioca Maltodextrin, Salt, Onion Powder, Yeast Extract, Rice Flour, Cane Sugar, Molasses, Natural Flavor, Black Pepper, Torula Yeast, Lactic Acid, Citric Acid, Turmeric Extract, Celery, Parsley, Sage, Thyme).",140.0,0.0,7.0,0.0,130.0,0.0,17.0,1.0,2.0,0.0,7.0,About 8 Chips (28g/1oz),{'dairy free'}
